1,1.5,2
2,1.5,2
3,1.5,2
4,1.5,2
5,1.5,2
6,1.5,2
7,1.5,2
8,1.5,2
9,1.5,2
10,1.5,2
11,1.5,2
12,1.5,2
13,1.5,2
14,1.5,2
15,1.5,2
16,1.5,2
17,1.5,2
18,1.5,2
19,1.5,2
20,1.5,2
21,1.5,2
22,1.5,2
23,1.5,2
24,1.5,2
25,1.5,2
26,1.5,2
27,1.5,2
28,1.5,2
29,1.5,2
30,1.5,2
31,1.5,2
32,1.5,2
33,1.5,2
34,1.5,2
35,1.5,2
36,1.5,2
37,1.5,2
38,1.5,2
39,1.5,2
40,1.5,2
41,1.5,2
42,1.5,2
43,1.5,2
44,1.5,2
45,1.5,2
46,1.5,2
47,1.5,2
48,1.5,2
49,1.5,2
50,1.5,2
51,1.5,2
52,1.5,2
53,1.5,2
54,1.5,2
55,1.5,2
56,1.5,2
57,1.5,2
58,1.5,2
59,1.5,2
60,1.5,2
61,1.5,2
62,1.5,2
63,1.5,2
64,1.5,2
65,1.5,2
66,1.5,2
67,1.5,2
68,1.5,2
69,1.5,2
70,1.5,2
71,1.5,2
72,1.5,2
73,1.5,2
74,1.5,2
75,1.5,2
76,1.5,2
77,1.5,2
78,1.5,2
79,1.5,2
80,1.5,2
81,1.5,2
82,1.5,2
83,1.5,2
84,1.5,2
85,1.5,2
86,1.5,2
87,1.5,2
88,1.5,2
89,1.5,2
90,1.5,2
91,1.5,2
92,1.5,2
93,1.5,2
94,1.5,2
95,1.5,2
96,1.5,2
97,1.5,2
98,1.5,2
99,1.5,2
100,1.5,2
101,1.5,2
102,1.5,2
103,1.5,2
104,1.5,2
105,1.5,2
106,1.5,2
107,1.5,2
108,1.5,2
109,1.5,2
110,1.5,2
111,1.5,2
112,1.5,2
113,1.5,2
114,1.5,2
115,1.5,2
116,1.5,2
117,1.5,2
118,1.5,2
119,1.5,2
120,1.5,2
121,1.5,2
122,1.5,2
123,1.5,2
124,1.5,2
125,1.5,2
126,1.5,2
127,1.5,2
128,1.5,2
129,1.5,2
130,1.5,2
131,1.5,2
132,1.5,2
133,1.5,2
134,1.5,2
135,1.5,2
136,1.5,2
137,1.5,2
138,1.5,2
139,1.5,2
140,1.5,2
141,1.5,2
142,1.5,2
143,1.5,2
144,1.5,2
145,1.5,2
146,1.5,2
147,1.5,2
148,1.5,2
149,1.5,2
150,1.5,2
151,1.5,2
152,1.5,2
153,1.5,2
154,1.5,2
155,1.5,2
156,1.5,2
157,1.5,2
158,1.5,2
159,1.5,2
160,1.5,2
161,1.5,2
162,1.5,2
163,1.5,2
164,1.5,2
165,1.5,2
166,1.5,2
167,1.5,2
168,1.5,2
169,1.5,2
170,1.5,2
171,1.5,2
172,1.5,2
173,1.5,2
174,1.5,2
175,1.5,2
176,1.5,2
177,1.5,2
178,1.5,2
179,1.5,2
180,1.5,2
181,1.5,2
182,1.5,2
183,1.5,2
184,1.5,2
185,1.5,2
186,1.5,2
187,1.5,2
188,1.5,2
189,1.5,2
190,1.5,2
191,1.5,2
192,1.5,2
193,1.5,2
194,1.5,2
195,1.5,2
196,1.5,2
197,1.5,2
198,1.5,2
199,1.5,2
200,1.5,2
201,1.5,2
202,1.5,2
203,1.5,2
204,1.5,2
205,1.5,2
206,1.5,2
207,1.5,2
208,1.5,2
209,1.5,2
210,1.5,2
211,1.5,2
212,1.5,2
213,1.5,2
214,1.5,2
215,1.5,2
216,1.5,2
217,1.5,2
218,1.5,2
219,1.5,2
220,1.5,2
221,1.5,2
222,1.5,2
223,1.5,2
224,1.5,2
225,1.5,2
226,1.5,2
227,1.5,2
228,1.5,2
229,1.5,2
230,1.5,2
231,1.5,2
232,1.5,2
233,1.5,2
234,1.5,2
235,1.5,2
236,1.5,2
237,1.5,2
238,1.5,2
239,1.5,2
240,1.5,2
241,1.5,2
242,1.5,2
243,1.5,2
244,1.5,2
245,1.5,2
246,1.5,2
247,1.5,2
248,1.5,2
249,1.5,2
250,1.5,2
251,1.5,2
252,1.5,2
253,1.5,2
254,1.5,2
255,1.5,2
256,1.5,2
257,1.5,2
258,1.5,2
259,1.5,2
260,1.5,2
261,1.5,2
262,1.5,2
263,1.5,2
264,1.5,2
265,1.5,2
266,1.5,2
267,1.5,2
268,1.5,2
269,1.5,2
270,1.5,2
271,1.5,2
272,1.5,2
273,1.5,2
274,1.5,2
275,1.5,2
276,1.5,2
277,1.5,2
278,1.5,2
279,1.5,2
280,1.5,2
281,1.5,2
282,1.5,2
283,1.5,2
284,1.5,2
285,1.5,2
286,1.5,2
287,1.5,2
288,1.5,2
289,1.5,2
290,1.5,2
291,1.5,2
292,1.5,2
293,1.5,2
294,1.5,2
295,1.5,2
296,1.5,2
297,1.5,2
298,1.5,2
299,1.5,2
300,1.5,2
301,1.5,2
302,1.5,2
303,1.5,2
304,1.5,2
305,1.5,2
306,1.5,2
307,1.5,2
308,1.5,2
309,1.5,2
310,1.5,2
311,1.5,2
312,1.5,2
